reference,name,listed-building,listed-building-grade,notes,start-date,end-date,entry-date,geometry
LB558,(West side) Nos.52-59 (Consecutive),1342081,II,,1999-12-30,,,"POLYGON ((-0.145986 51.538871,-0.145943 51.538827,-0.145969 51.538817,-0.145954 51.538803,-0.146023 51.538783,-0.146059 51.538773,-0.14611 51.538824,-0.146154 51.538868,-0.146222 51.538909,-0.146298 51.538954,-0.1463 51.538955,-0.146366 51.538995,-0.146432 51.539035,-0.146462 51.539009,-0.146506 51.539023,-0.146491 51.539042,-0.146517 51.53905,-0.146605 51.539079,-0.146565 51.539127,-0.146557 51.539137,-0.146538 51.539132,-0.146522 51.539152,-0.146511 51.539149,-0.146496 51.539153,-0.146474 51.539145,-0.146467 51.539135,-0.146452 51.539131,-0.14643 51.539124,-0.146414 51.539128,-0.146399 51.539123,-0.146391 51.539111,-0.146379 51.539108,-0.14639 51.539095,-0.146369 51.539088,-0.146349 51.539077,-0.146325 51.539093,-0.146314 51.539086,-0.146297 51.539086,-0.146278 51.539074,-0.146274 51.539063,-0.146269 51.53906,-0.146253 51.53905,-0.14624 51.53905,-0.146222 51.53904,-0.146222 51.539031,-0.14621 51.539025,-0.146235 51.53901,-0.14622 51.539001,-0.1462 51.538989,-0.146174 51.539006,-0.146119 51.538973,-0.146057 51.538936,-0.14608 51.538921,-0.146065 51.538912,-0.146052 51.5389,-0.146024 51.53891,-0.145986 51.538871))"
LB417,(West side) Nos.2-16 (Even),1342088,II*,,1954-06-10,,,"POLYGON ((-0.129132 51.526911,-0.129067 51.526832,-0.129064 51.526827,-0.12906 51.526822,-0.129057 51.526819,-0.129054 51.526815,-0.129053 51.526812,-0.129052 51.526809,-0.129054 51.526804,-0.129057 51.5268,-0.129061 51.526796,-0.129067 51.526792,-0.129083 51.526785,-0.129095 51.526781,-0.129192 51.526893,-0.129241 51.526879,-0.129265 51.526873,-0.12933 51.526855,-0.129368 51.526889,-0.129319 51.526903,-0.12934 51.526929,-0.129355 51.526941,-0.129385 51.526979,-0.129448 51.527057,-0.129422 51.527065,-0.129437 51.527083,-0.129465 51.527074,-0.129478 51.527092,-0.129323 51.527137,-0.129292 51.527101,-0.129226 51.527024,-0.129193 51.526985,-0.129183 51.526973,-0.129162 51.526949,-0.129132 51.526911))"
LB418,(East side) No.17 The Place and attached railings,1342089,II,,1997-08-01,,,"POLYGON ((-0.128938 51.52721,-0.128962 51.5272,-0.129074 51.527153,-0.129078 51.527151,-0.129126 51.527197,-0.129158 51.527228,-0.129206 51.527274,-0.128782 51.527449,-0.128656 51.5275,-0.12853 51.527379,-0.128763 51.527284,-0.128812 51.527263,-0.128907 51.527223,-0.128938 51.52721))"
LB419,(South side) No.14 FW Collins & Son,1342090,II,,1999-12-30,,,"POLYGON ((-0.127896 51.513572,-0.127868 51.513503,-0.127858 51.513482,-0.127781 51.513492,-0.127821 51.513585,-0.127896 51.513572))"
LB420,(South side) No.22,1342092,II,,1973-01-15,,,"POLYGON ((-0.1276 51.513622,-0.12757 51.513543,-0.127546 51.513547,-0.127483 51.513558,-0.127503 51.513603,-0.127518 51.513636,-0.1276 51.513622))"
LB421,(South side) Nos.24 AND 26,1342093,II,,1973-01-15,,,"POLYGON ((-0.12731 51.51362,-0.127295 51.513589,-0.127295 51.513583,-0.127367 51.51357,-0.127381 51.513568,-0.127374 51.51355,-0.127425 51.513542,-0.127448 51.513585,-0.127471 51.513643,-0.127404 51.513654,-0.127331 51.513667,-0.12731 51.51362))"
LB422,(North side) Nos.29-43 (Odd) The Crafts Centre,1342094,II,,1973-01-15,,,"POLYGON ((-0.125686 51.513936,-0.125797 51.513923,-0.125833 51.513918,-0.125927 51.513907,-0.125968 51.513902,-0.125992 51.513899,-0.126033 51.513894,-0.126631 51.513822,-0.12664 51.51386,-0.126603 51.51388,-0.126519 51.513889,-0.126524 51.513908,-0.126524 51.513909,-0.126537 51.51392,-0.126495 51.513925,-0.126549 51.51397,-0.126507 51.513991,-0.12611 51.514189,-0.126058 51.514215,-0.126034 51.514227,-0.126003 51.514243,-0.125972 51.514258,-0.125916 51.514287,-0.125774 51.514359,-0.125725 51.514323,-0.125863 51.514249,-0.125845 51.514236,-0.125813 51.514212,-0.125768 51.514179,-0.12576 51.514173,-0.12571 51.514137,-0.125664 51.514104,-0.125615 51.514067,-0.125569 51.514032,-0.125426 51.514107,-0.125291 51.514009,-0.1253 51.513985,-0.125476 51.513963,-0.125565 51.513952,-0.12561 51.513946,-0.125686 51.513936))"
LB423,"(South side) Nos.36, 38 AND 40",1342095,II,,1973-01-15,,,"POLYGON ((-0.126125 51.513696,-0.126168 51.513691,-0.1262 51.513687,-0.126238 51.513682,-0.126237 51.513672,-0.126269 51.513668,-0.126273 51.513677,-0.126312 51.513673,-0.12631 51.513661,-0.126336 51.513658,-0.126378 51.513755,-0.126311 51.513764,-0.126229 51.513774,-0.126197 51.513778,-0.126155 51.513784,-0.126151 51.513777,-0.126111 51.513699,-0.126125 51.513696))"
LB424,(South side) Cambridge Theatre,1342096,II,,1999-12-30,,,"POLYGON ((-0.126149 51.513445,-0.126316 51.513367,-0.12634 51.513368,-0.126747 51.513642,-0.126763 51.513634,-0.126819 51.513672,-0.126801 51.513715,-0.126585 51.51374,-0.126582 51.513729,-0.126378 51.513755,-0.126336 51.513658,-0.126292 51.513591,-0.126149 51.513445))"
LB425,"(South West side) Nos.1 AND 2 East Heath Lodge (No.1), South Lodge (No.2)",1342097,II,,1950-08-11,,,"POLYGON ((-0.170792 51.558974,-0.170802 51.558967,-0.170797 51.558945,-0.170816 51.558933,-0.170847 51.558935,-0.17089 51.558908,-0.170979 51.558961,-0.170991 51.558953,-0.171049 51.558988,-0.171008 51.559017,-0.170991 51.559005,-0.170951 51.559035,-0.17091 51.559011,-0.170887 51.559026,-0.17086 51.559044,-0.170876 51.559054,-0.170838 51.559079,-0.170823 51.55907,-0.170764 51.559108,-0.170671 51.559053,-0.170792 51.558974))"
LB426,(South West side) No.11 Foley House,1342099,II,,1950-08-11,,,"POLYGON ((-0.172784 51.560273,-0.172801 51.560262,-0.172861 51.560226,-0.172861 51.560225,-0.172861 51.560211,-0.17282 51.560187,-0.172807 51.560195,-0.172766 51.56017,-0.172857 51.56011,-0.1729 51.560136,-0.172929 51.560154,-0.172934 51.560151,-0.172999 51.56019,-0.172996 51.560193,-0.17304 51.560219,-0.173043 51.560217,-0.173098 51.56025,-0.17306 51.560275,-0.17307 51.560281,-0.173056 51.56029,-0.173018 51.560267,-0.172997 51.56028,-0.172977 51.560269,-0.172968 51.560274,-0.172909 51.560239,-0.172883 51.560241,-0.172827 51.560278,-0.172809 51.560289,-0.172799 51.560296,-0.172773 51.560279,-0.172784 51.560273))"
LB428,Stables to south-east of Foley House,1342102,II,,1974-05-14,,,"POLYGON ((-0.172545 51.560099,-0.172613 51.560128,-0.172709 51.56004,-0.172653 51.560013,-0.172639 51.560006,-0.172545 51.560099))"
LB429,(South West side) Nos.14 AND 15,1342103,II,,1974-05-14,,,"POLYGON ((-0.174753 51.560729,-0.174736 51.560708,-0.174795 51.560703,-0.174804 51.560713,-0.174822 51.560734,-0.174901 51.560825,-0.174835 51.56083,-0.174761 51.560835,-0.174669 51.56072,-0.174707 51.560708,-0.17473 51.560736,-0.174753 51.560729))"
LB1574,CLEVELAND MEWS (South West Side) BT Communication Tower,1350342,II,,2003-03-26,,,"POLYGON ((-0.139198 51.521169,-0.139191 51.521172,-0.139169 51.521152,-0.13919 51.521143,-0.139157 51.521113,-0.139156 51.521112,-0.138855 51.52124,-0.138881 51.521265,-0.138986 51.52122,-0.139013 51.521244,-0.138906 51.52129,-0.138935 51.521317,-0.138875 51.521342,-0.138632 51.521446,-0.138798 51.521601,-0.138801 51.521601,-0.138806 51.521598,-0.138819 51.52161,-0.138856 51.521646,-0.13884 51.521652,-0.139096 51.521886,-0.139224 51.521831,-0.139651 51.521649,-0.139644 51.521642,-0.139692 51.521622,-0.139682 51.521612,-0.139198 51.521169),(-0.139157 51.52152,-0.139029 51.521575,-0.13898 51.52153,-0.139108 51.521475,-0.139157 51.52152))"
LB396,(East side) Nos.29-38 (Consecutive) and attached railings,1356733,II,,1974-05-14,,,"POLYGON ((-0.116843 51.524355,-0.116823 51.524329,-0.116761 51.524348,-0.116748 51.524326,-0.116944 51.524266,-0.116966 51.524259,-0.116996 51.524296,-0.117002 51.524304,-0.117044 51.524353,-0.117084 51.524402,-0.117126 51.524453,-0.117129 51.524457,-0.117166 51.524502,-0.117205 51.52455,-0.117243 51.524596,-0.117246 51.524598,-0.117286 51.524644,-0.117325 51.524688,-0.117364 51.524732,-0.117368 51.524737,-0.117342 51.524744,-0.117201 51.524777,-0.117187 51.524761,-0.117136 51.524777,-0.117119 51.524758,-0.117108 51.524762,-0.117072 51.52472,-0.117081 51.524717,-0.117064 51.524697,-0.117115 51.524679,-0.117101 51.524661,-0.117096 51.524663,-0.117065 51.524623,-0.117003 51.524642,-0.117017 51.524661,-0.117 51.524667,-0.117024 51.524696,-0.117001 51.524707,-0.116986 51.524714,-0.116932 51.524644,-0.116925 51.524636,-0.116887 51.52459,-0.116988 51.524557,-0.116974 51.52454,-0.116992 51.524534,-0.116984 51.524524,-0.116864 51.52456,-0.116847 51.524539,-0.116837 51.524526,-0.116887 51.524511,-0.116898 51.524524,-0.116929 51.524515,-0.116915 51.524496,-0.116951 51.524484,-0.116943 51.524473,-0.1169 51.524487,-0.116883 51.524486,-0.116866 51.524491,-0.116853 51.524475,-0.11688 51.524466,-0.116867 51.52445,-0.116912 51.524435,-0.116901 51.524421,-0.116854 51.524435,-0.11685 51.524429,-0.116814 51.52444,-0.116805 51.524428,-0.116885 51.524403,-0.116862 51.524374,-0.116815 51.524388,-0.116781 51.524397,-0.116767 51.524379,-0.11677 51.524378,-0.116777 51.524375,-0.116843 51.524355))"
LB1756,(East side) Nos.39-47 AND 49-62 (Consecutive) and attached railings,1356734,II,,1974-05-14,,,"MULTIPOLYGON (((-0.115503 51.522874,-0.115611 51.522865,-0.115609 51.522858,-0.115668 51.522853,-0.115707 51.52285,-0.115766 51.522845,-0.115772 51.522844,-0.115778 51.522845,-0.115785 51.522846,-0.115791 51.522847,-0.115798 51.52285,-0.115802 51.522853,-0.115805 51.522856,-0.115833 51.52289,-0.115835 51.522892,-0.115877 51.522942,-0.115919 51.522993,-0.11594 51.523019,-0.11596 51.523044,-0.116002 51.523094,-0.116044 51.523144,-0.116048 51.523149,-0.116087 51.523197,-0.116129 51.523248,-0.116168 51.523295,-0.11621 51.523346,-0.116185 51.523354,-0.116194 51.523365,-0.116196 51.523368,-0.116223 51.52336,-0.116251 51.523394,-0.116224 51.523402,-0.116235 51.523415,-0.116262 51.523407,-0.116293 51.523445,-0.116268 51.523454,-0.11628 51.52347,-0.116306 51.523461,-0.116336 51.523496,-0.116309 51.523505,-0.116319 51.523517,-0.116345 51.523509,-0.116374 51.523543,-0.116348 51.523552,-0.116155 51.523613,-0.116118 51.523566,-0.116172 51.523549,-0.116152 51.523522,-0.116096 51.52354,-0.116075 51.523514,-0.116131 51.523497,-0.116108 51.523468,-0.116049 51.523486,-0.116032 51.523464,-0.115949 51.52349,-0.11591 51.523443,-0.115914 51.523442,-0.116047 51.523399,-0.116027 51.523374,-0.115969 51.523392,-0.115946 51.523364,-0.116005 51.523346,-0.115988 51.523325,-0.115919 51.523346,-0.115899 51.523321,-0.115966 51.523299,-0.115951 51.52328,-0.115863 51.523308,-0.115841 51.523305,-0.115829 51.523291,-0.115838 51.523278,-0.115925 51.52325,-0.115903 51.52322,-0.115829 51.523244,-0.115809 51.523221,-0.115883 51.523197,-0.115858 51.523166,-0.115831 51.523173,-0.115815 51.523155,-0.115841 51.523146,-0.115814 51.523114,-0.115783 51.523123,-0.115777 51.523132,-0.115744 51.523143,-0.115727 51.52312,-0.1158 51.523096,-0.115779 51.523071,-0.11575 51.52308,-0.115731 51.523057,-0.115761 51.523046,-0.115741 51.523023,-0.115711 51.523033,-0.115589 51.523073,-0.115563 51.523046,-0.115534 51.523012,-0.115532 51.52301,-0.115532 51.523008,-0.11553 51.523007,-0.115529 51.523006,-0.115529 51.523004,-0.115528 51.523002,-0.115525 51.522987,-0.115503 51.522874)),((-0.116293 51.523692,-0.116273 51.523666,-0.116222 51.523682,-0.116202 51.523658,-0.116251 51.523643,-0.116389 51.5236,-0.1164 51.523614,-0.116427 51.523606,-0.116455 51.523641,-0.116428 51.52365,-0.116441 51.523664,-0.116466 51.523655,-0.116496 51.52369,-0.11647 51.523699,-0.116481 51.523712,-0.116505 51.523703,-0.116537 51.52374,-0.116511 51.523749,-0.11652 51.52376,-0.116522 51.523763,-0.116548 51.523755,-0.116576 51.523789,-0.116551 51.523798,-0.116564 51.523812,-0.116589 51.523804,-0.116619 51.52384,-0.116593 51.523848,-0.116604 51.523861,-0.11663 51.523853,-0.116657 51.523887,-0.116687 51.523922,-0.116662 51.523931,-0.116674 51.523945,-0.116699 51.523937,-0.116724 51.523967,-0.116699 51.523975,-0.11671 51.523989,-0.116736 51.523981,-0.116758 51.524009,-0.116733 51.524016,-0.116743 51.524028,-0.11677 51.524021,-0.11681 51.524068,-0.11681 51.524069,-0.116812 51.524072,-0.116812 51.524075,-0.116811 51.524077,-0.116809 51.524078,-0.116803 51.524083,-0.116798 51.524085,-0.116793 51.524087,-0.116699 51.524108,-0.116688 51.524091,-0.116664 51.524047,-0.1166 51.524061,-0.116591 51.52405,-0.116576 51.524031,-0.11657 51.524025,-0.116538 51.523987,-0.116518 51.523993,-0.116511 51.523986,-0.116467 51.523998,-0.116461 51.523989,-0.116522 51.523969,-0.116511 51.523955,-0.116451 51.523973,-0.11644 51.523955,-0.116496 51.523937,-0.116479 51.523918,-0.116424 51.523935,-0.116404 51.523909,-0.116457 51.523892,-0.116434 51.523862,-0.116401 51.523873,-0.116385 51.523851,-0.116417 51.523841,-0.116394 51.523813,-0.116366 51.523821,-0.116349 51.5238,-0.116377 51.523791,-0.116354 51.523765,-0.116289 51.523785,-0.116271 51.523763,-0.116334 51.523742,-0.116312 51.523714,-0.116256 51.523732,-0.116238 51.523709,-0.116293 51.523692)))"
LB397,(East side) No.48 Charles Dickens' House and attached railings,1356735,I,,1954-06-10,,,"POLYGON ((-0.116359 51.523565,-0.116386 51.523557,-0.116413 51.523591,-0.116389 51.5236,-0.116251 51.523643,-0.116231 51.523618,-0.116173 51.523636,-0.116155 51.523613,-0.116348 51.523552,-0.116359 51.523565))"
LB398,(North side) Nos.4 AND 5,1356737,II,,1974-05-14,,,"POLYGON ((-0.17118 51.555366,-0.171235 51.555326,-0.171255 51.555337,-0.171278 51.55532,-0.171305 51.555335,-0.171336 51.555312,-0.171409 51.555345,-0.171337 51.555398,-0.17131 51.555385,-0.171272 51.555413,-0.17123 51.555443,-0.17128 51.55547,-0.171281 51.555483,-0.17127 51.555491,-0.171242 51.555489,-0.171239 51.555492,-0.17121 51.555477,-0.171193 51.55549,-0.17118 51.555484,-0.1711 51.555442,-0.171139 51.555413,-0.171126 51.555406,-0.17118 51.555366))"
LB399,(North side) No.6,1356739,II,,1974-05-14,,,"POLYGON ((-0.171038 51.55551,-0.17111 51.555546,-0.171119 51.55554,-0.171128 51.555544,-0.171148 51.55553,-0.171131 51.555521,-0.17118 51.555484,-0.1711 51.555442,-0.171083 51.555434,-0.171022 51.555478,-0.171055 51.555496,-0.171038 51.55551))"
LB1493,(North side) Nos.7 AND 8 and attached garden wall & railings,1356740,II,,1974-05-14,,,"POLYGON ((-0.170761 51.555464,-0.170835 51.555413,-0.170915 51.55545,-0.171013 51.555498,-0.171038 51.55551,-0.17111 51.555546,-0.171151 51.555566,-0.17114 51.555573,-0.171106 51.555558,-0.171082 51.555575,-0.171064 51.555566,-0.171018 51.555599,-0.170955 51.555646,-0.170932 51.555634,-0.17094 51.555629,-0.170869 51.555592,-0.170854 51.555603,-0.170725 51.555533,-0.17069 51.555515,-0.170704 51.555505,-0.170749 51.555472,-0.170761 51.555464))"
LB401,(North side) Nos.10 AND 11,1356742,II,,1974-05-14,,,"POLYGON ((-0.170652 51.555752,-0.170715 51.555708,-0.170763 51.555734,-0.170778 51.555724,-0.170796 51.555734,-0.170782 51.555744,-0.170831 51.555771,-0.170822 51.555777,-0.170862 51.555798,-0.170828 51.555822,-0.170762 51.555786,-0.170741 51.555801,-0.170738 51.555803,-0.170672 51.55585,-0.170627 51.555825,-0.170644 51.555813,-0.170601 51.555789,-0.170652 51.555752))"
LB1494,"(North side) No.12 and attached garden wall, railings, gate piers and gate",1356743,II,,1974-05-14,,,"POLYGON ((-0.170251 51.555825,-0.170319 51.555777,-0.170392 51.555725,-0.17054 51.555805,-0.170515 51.555826,-0.170546 51.555843,-0.170558 51.555835,-0.170586 51.555851,-0.170575 51.555858,-0.170598 51.55587,-0.170573 51.555888,-0.170596 51.5559,-0.170574 51.555917,-0.170574 51.555918,-0.170576 51.555927,-0.170576 51.555929,-0.170574 51.555934,-0.17057 51.555939,-0.170565 51.555942,-0.170559 51.555945,-0.170551 51.555946,-0.17055 51.555946,-0.170543 51.555946,-0.17053 51.555943,-0.170467 51.555909,-0.170442 51.555927,-0.170403 51.555906,-0.170251 51.555825))"
LB359,"(East side) Nos.18, 20 AND 22 and attached railings",1356767,II,,1974-05-14,,,"POLYGON ((-0.137402 51.519387,-0.137457 51.519439,-0.137473 51.519432,-0.137498 51.519455,-0.137482 51.519461,-0.137539 51.519515,-0.13758 51.519553,-0.137596 51.519546,-0.137619 51.519567,-0.137604 51.519573,-0.137614 51.519584,-0.137532 51.519617,-0.137519 51.519608,-0.13744 51.519555,-0.1374 51.519527,-0.137341 51.519487,-0.137273 51.51944,-0.137402 51.519387))"
LB1495,(North side) Nos.13A AND 14 and attached garden walls & railings,1356745,II,,1974-05-14,,,"POLYGON ((-0.170104 51.555929,-0.170182 51.555873,-0.170191 51.555867,-0.170335 51.555941,-0.170346 51.555947,-0.170353 51.555951,-0.170448 51.556,-0.170422 51.556018,-0.170434 51.556026,-0.170385 51.556061,-0.170423 51.556082,-0.170409 51.556091,-0.170426 51.5561,-0.170403 51.556117,-0.170335 51.55608,-0.17027 51.556126,-0.170178 51.556075,-0.170173 51.556078,-0.170068 51.556019,-0.170016 51.555991,-0.17004 51.555974,-0.170104 51.555929))"
LB1496,(North side) Nos.14A AND 14B and attached garden wall & railings,1356746,II,,1974-05-14,,,"POLYGON ((-0.169936 51.556048,-0.170016 51.555991,-0.170068 51.556019,-0.170125 51.556051,-0.170339 51.55617,-0.170324 51.556182,-0.17034 51.556191,-0.170288 51.556228,-0.170352 51.556263,-0.170339 51.556274,-0.170117 51.55615,-0.170086 51.556133,-0.170045 51.55611,-0.169999 51.556083,-0.169936 51.556048))"
LB1497,"(North side) No.15 and attached garden wall, railings, gate piers and gate",1356748,II,,1974-05-14,,,"POLYGON ((-0.16986 51.556103,-0.169875 51.556092,-0.169936 51.556048,-0.169999 51.556083,-0.170045 51.55611,-0.170086 51.556133,-0.170062 51.55615,-0.170022 51.556178,-0.170011 51.556171,-0.169987 51.556157,-0.169973 51.556165,-0.169924 51.556138,-0.169922 51.556137,-0.16986 51.556103))"
LB1498,"(North side) Nos.16 AND 17 and attached garden walls, railings, gate piers and gate",1356750,II,,1974-05-14,,,"POLYGON ((-0.169745 51.556184,-0.16986 51.556103,-0.169922 51.556137,-0.169924 51.556138,-0.169973 51.556165,-0.169987 51.556157,-0.170011 51.556171,-0.17 51.556179,-0.169989 51.556186,-0.170039 51.556215,-0.169999 51.556246,-0.169956 51.556279,-0.169903 51.556248,-0.169886 51.556261,-0.169806 51.556217,-0.169745 51.556184))"
LB1436,"(North side) Stanley Buildings, flats Nos.21-30",1356760,II,,1994-03-11,,,"POLYGON ((-0.125567 51.532558,-0.125641 51.532507,-0.125696 51.53247,-0.125789 51.532522,-0.125766 51.532537,-0.125802 51.532558,-0.125779 51.532574,-0.125789 51.53258,-0.125767 51.532596,-0.125771 51.532598,-0.125729 51.532627,-0.125693 51.532607,-0.125662 51.532609,-0.125656 51.532613,-0.125692 51.532635,-0.125679 51.532649,-0.125603 51.532624,-0.125572 51.532613,-0.125516 51.532594,-0.125567 51.532558))"
LB356,(North side) Church of the Holy Trinity with St Barnabas,1356761,II,,1974-05-14,,,"POLYGON ((-0.144626 51.544131,-0.14462 51.544131,-0.144611 51.544202,-0.144684 51.544206,-0.144687 51.544193,-0.145087 51.544212,-0.145097 51.544139,-0.145125 51.54414,-0.145125 51.544147,-0.145135 51.544148,-0.145137 51.544143,-0.145145 51.544143,-0.145146 51.544137,-0.145134 51.544136,-0.145136 51.544117,-0.145211 51.54412,-0.145229 51.544132,-0.145236 51.544128,-0.14522 51.544117,-0.145222 51.544105,-0.145225 51.54408,-0.145226 51.544073,-0.145244 51.54406,-0.145236 51.544055,-0.145219 51.544067,-0.145177 51.544065,-0.145175 51.544055,-0.145174 51.544053,-0.145172 51.544051,-0.145171 51.54405,-0.145169 51.544049,-0.145167 51.544048,-0.145161 51.544047,-0.145146 51.544043,-0.145147 51.544031,-0.145134 51.544031,-0.145133 51.544037,-0.145087 51.544035,-0.145092 51.543984,-0.145079 51.543983,-0.145077 51.54399,-0.145022 51.543987,-0.145023 51.543982,-0.145012 51.543982,-0.145012 51.543987,-0.144975 51.543985,-0.144975 51.543979,-0.144965 51.543979,-0.144964 51.543984,-0.144917 51.543982,-0.144917 51.543976,-0.144907 51.543975,-0.144906 51.543981,-0.144855 51.543979,-0.144855 51.543973,-0.144845 51.543972,-0.144844 51.543978,-0.144799 51.543976,-0.144799 51.54397,-0.144788 51.543969,-0.144786 51.543976,-0.144734 51.543974,-0.144734 51.543967,-0.144727 51.543966,-0.144726 51.543973,-0.144717 51.543972,-0.144717 51.543978,-0.144725 51.543979,-0.14472 51.544018,-0.144671 51.544015,-0.144671 51.544009,-0.144664 51.544009,-0.144663 51.544016,-0.144654 51.544016,-0.144653 51.544019,-0.144665 51.54402,-0.144662 51.544036,-0.144652 51.544036,-0.144651 51.544043,-0.144662 51.544044,-0.144657 51.544091,-0.144644 51.54409,-0.144643 51.544096,-0.144657 51.544098,-0.144655 51.544113,-0.144641 51.544112,-0.14464 51.544118,-0.144653 51.544118,-0.144651 51.544132,-0.144626 51.544131))"
LB357,(North side) No.136 Roman Catholic Italian Church of St Peter,1356763,II*,,1974-05-14,,,"POLYGON ((-0.108989 51.522118,-0.108999 51.522169,-0.109021 51.522194,-0.108937 51.522223,-0.108929 51.522225,-0.108918 51.522229,-0.108889 51.52224,-0.108854 51.522252,-0.10884 51.522235,-0.108835 51.522231,-0.108762 51.522256,-0.108781 51.522277,-0.108721 51.522299,-0.10877 51.522351,-0.108777 51.522358,-0.108791 51.522372,-0.108826 51.522409,-0.108893 51.522483,-0.108945 51.522465,-0.109026 51.522436,-0.109195 51.522377,-0.109298 51.52234,-0.109354 51.52232,-0.109362 51.522318,-0.109369 51.522314,-0.109376 51.522309,-0.109382 51.522303,-0.109384 51.5223,-0.109386 51.522294,-0.109385 51.522289,-0.109383 51.522284,-0.109379 51.522279,-0.109374 51.522275,-0.109368 51.522272,-0.109361 51.522268,-0.109352 51.522267,-0.109351 51.522266,-0.109343 51.522266,-0.109335 51.522267,-0.109328 51.522269,-0.109321 51.52226,-0.109327 51.522257,-0.109336 51.522252,-0.109344 51.522246,-0.109349 51.52224,-0.109354 51.522233,-0.109356 51.522226,-0.109356 51.522224,-0.109355 51.522218,-0.109352 51.522212,-0.109349 51.522208,-0.109349 51.522207,-0.109335 51.522193,-0.109325 51.522187,-0.109319 51.522185,-0.109309 51.522182,-0.109305 51.522182,-0.109299 51.522181,-0.109288 51.52218,-0.109278 51.52218,-0.109266 51.522181,-0.109255 51.522183,-0.10925 51.522184,-0.109254 51.52218,-0.109259 51.522175,-0.109262 51.522169,-0.109263 51.522166,-0.109262 51.522161,-0.109261 51.522154,-0.10926 51.522152,-0.109255 51.522147,-0.10925 51.522143,-0.109244 51.52214,-0.109236 51.522136,-0.109228 51.522134,-0.109219 51.522133,-0.109207 51.522132,-0.109199 51.522133,-0.10913 51.522156,-0.109122 51.522107,-0.108991 51.522118,-0.108989 51.522118))"
